Country,Year,Life_Expectancy,GDP,Region,Population,LogGDP,Predicted
Ghana,1984,52.232,329,Sub-Saharan Africa,13370590,2.518512478,55.88724044
Ghana,1987,53.818,355,Sub-Saharan Africa,14289108,2.550416374,56.28006673
Ghana,1990,55.395,382,Sub-Saharan Africa,15394648,2.582679651,56.67731801
Ghana,1993,56.286,359,Sub-Saharan Africa,16589519,2.556062178,56.34958239
Ghana,1996,56.957,389,Sub-Saharan Africa,17810181,2.59025235,56.77055914
Ghana,1999,57.835,403,Sub-Saharan Africa,19149864,2.605345269,56.95639523
Ghana,2002,58.709,297,Sub-Saharan Africa,20729388,2.473430975,55.33216091
Ghana,2005,59.638,478,Sub-Saharan Africa,22449438,2.679983501,57.87540085
Ghana,2008,60.578,1182,Sub-Saharan Africa,24249946,3.072859032,62.71279869
Ghana,2011,61.617,1507,Sub-Saharan Africa,26095088,3.178238805,64.01031876
Ghana,2014,62.832,1953,Sub-Saharan Africa,28041592,3.29084568,65.39682469
Ghana,2017,63.829,2012,Sub-Saharan Africa,30008354,3.303837358,65.55678862
Ghana,2020,64.309,2196,Sub-Saharan Africa,31887809,3.341740677,66.02348461
Ghana,2023,65.498,2260,Sub-Saharan Africa,33787914,3.354163667,66.1764464
Mozambique,1993,45.675,205,Sub-Saharan Africa,14051192,2.312155862,53.3464127
Mozambique,1996,47.121,244,Sub-Saharan Africa,16492480,2.388034828,54.28069523
Mozambique,1999,48.837,354,Sub-Saharan Africa,17734506,2.549501367,56.26880043
Mozambique,2002,50.879,313,Sub-Saharan Africa,18958338,2.496772861,55.61956488
Mozambique,2005,52.322,436,Sub-Saharan Africa,20304569,2.640256635,57.3862519
Mozambique,2008,53.799,592,Sub-Saharan Africa,21819036,2.772438416,59.01377973
Mozambique,2011,55.733,618,Sub-Saharan Africa,23649039,2.791112486,59.24370982
Mozambique,2014,57.965,697,Sub-Saharan Africa,25788475,2.843321672,59.88655108
Mozambique,2017,60.148,470,Sub-Saharan Africa,28166393,2.672964254,57.78897427
Mozambique,2020,61.39,462,Sub-Saharan Africa,30783688,2.665049642,57.69152323
Mozambique,2023,63.611,622,Sub-Saharan Africa,33635160,2.794478022,59.28514899
Saudi Arabia,1960,45.31,717,Middle East & North Africa,2435403,2.856001414,60.04267421
Saudi Arabia,1963,47.086,811,Middle East & North Africa,2719341,2.909416024,60.70035762
Saudi Arabia,1966,49.187,960,Middle East & North Africa,3039887,2.982608032,61.60155618
Saudi Arabia,1969,51.773,1312,Middle East & North Africa,3417114,3.118178274,63.27080545
Saudi Arabia,1972,54.742,2474,Middle East & North Africa,3905722,3.393467596,66.66038782
Saudi Arabia,1975,57.78,10265,Middle East & North Africa,4556287,4.011386091,74.26869466
Saudi Arabia,1978,60.685,14914,Middle East & North Africa,5381902,4.173598631,76.26598522
Saudi Arabia,1981,63.252,28703,Middle East & North Africa,6420551,4.457932675,79.76693344
Saudi Arabia,1984,65.391,15541,Middle East & North Africa,7697307,4.191482627,76.48618729
Saudi Arabia,1987,67.242,9385,Middle East & North Africa,9130194,3.972479842,73.7896498
Saudi Arabia,1990,68.874,11054,Middle East & North Africa,10640691,4.043548906,74.66470897
Saudi Arabia,1993,70.208,10884,Middle East & North Africa,12215862,4.036822879,74.58189274
Saudi Arabia,1996,71.288,11471,Middle East & North Africa,13831009,4.059620383,74.86259385
Saudi Arabia,1999,72.29,10452,Middle East & North Africa,15472075,4.019207293,74.36499556
Saudi Arabia,2002,73.296,10586,Middle East & North Africa,17910910,4.024734119,74.43304626
Saudi Arabia,2005,74.4,15975,Middle East & North Africa,20559890,4.203461184,76.63367687
Saudi Arabia,2008,75.301,22320,Middle East & North Africa,23287877,4.348703703,78.42201895
Saudi Arabia,2011,75.808,26966,Middle East & North Africa,25091867,4.430821268,79.43311611
Saudi Arabia,2014,77.116,27079,Middle East & North Africa,28309273,4.432643422,79.45555193
Saudi Arabia,2017,78.721,23081,Middle East & North Africa,30977355,4.36325847,78.60122889
Saudi Arabia,2020,77.596,23271,Middle East & North Africa,31552510,4.366822581,78.64511308
Saudi Arabia,2023,78.732,32093,Middle East & North Africa,33264292,4.506423338,80.36398928
Madagascar,1960,43.349,131,Sub-Saharan Africa,5111029,2.119559454,50.97501165
Madagascar,1963,44.626,137,Sub-Saharan Africa,5525185,2.138092808,51.20320913
Madagascar,1966,45.98,150,Sub-Saharan Africa,5974279,2.178084665,51.69562086
Madagascar,1969,47.322,162,Sub-Saharan Africa,6484716,2.211933755,52.11239794
Madagascar,1972,48.507,189,Sub-Saharan Africa,7074398,2.277930547,52.92500324
Madagascar,1975,49.596,294,Sub-Saharan Africa,7739336,2.469811572,55.28759592
Madagascar,1978,50.017,314,Sub-Saharan Africa,8475864,2.498287448,55.63821369
Madagascar,1981,49.806,512,Sub-Saharan Africa,9279011,2.710044494,58.24553585
Madagascar,1984,50.209,385,Sub-Saharan Africa,10134550,2.585920929,56.71722721
Madagascar,1987,51.098,290,Sub-Saharan Africa,11047291,2.46364149,55.21162494
Madagascar,1990,52.14,326,Sub-Saharan Africa,12055639,2.513349804,55.82367347
Madagascar,1993,53.733,307,Sub-Saharan Africa,13197345,2.488392203,55.51637552
Madagascar,1996,55.477,339,Sub-Saharan Africa,14510711,2.531322139,56.04496323
Madagascar,1999,57.434,267,Sub-Saharan Africa,16000506,2.427097295,54.76166357
Madagascar,2002,59.17,304,Sub-Saharan Africa,17549913,2.484216927,55.46496618
Madagascar,2005,60.664,305,Sub-Saharan Africa,19159707,2.485454629,55.48020576
Madagascar,2008,61.992,512,Sub-Saharan Africa,20923840,2.709761487,58.24205124
Madagascar,2011,62.86,506,Sub-Saharan Africa,22822300,2.704290989,58.17469409
Madagascar,2014,63.261,505,Sub-Saharan Africa,24764348,2.703880005,58.16963373
Madagascar,2017,63.433,491,Sub-Saharan Africa,26788375,2.691847553,58.02148055
Madagascar,2020,62.706,450,Sub-Saharan Africa,28953556,2.653956561,57.55493634
Madagascar,2023,63.632,506,Sub-Saharan Africa,31195932,2.70428728,58.17464842
Nepal,1960,38.652,50,South Asia,10123658,1.700812047,45.81905857
Nepal,1963,39.608,46,South Asia,10729818,1.665718508,45.38695885
Nepal,1966,41.239,79,South Asia,11408710,1.900280691,48.27507609
Nepal,1969,42.722,64,South Asia,12167036,1.81169509,47.1843393
Nepal,1972,44.068,78,South Asia,12989099,1.896762661,48.23175929
Nepal,1975,45.499,113,South Asia,13870695,2.055399912,50.18502804
Nepal,1978,47.202,108,South Asia,14839695,2.033823384,49.91936056
Nepal,1981,48.662,142,South Asia,15922423,2.155083584,51.41241315
Nepal,1984,50.227,151,South Asia,17085242,2.179201765,51.70937549
Nepal,1987,52.382,162,South Asia,18250505,2.209613944,52.08383457
Nepal,1990,54.771,185,South Asia,19524573,2.269033088,52.81545061
Nepal,1993,57.597,172,South Asia,21180159,2.237556813,52.42788953
Nepal,1996,60.044,198,South Asia,22741862,2.298464236,53.17783045
Nepal,1999,62.035,208,South Asia,24125199,2.319411453,53.43574934
Nepal,2002,63.507,238,South Asia,25328981,2.378200521,54.15960737
Nepal,2005,65.275,309,South Asia,26309458,2.489992446,55.53607899
Nepal,2008,66.442,464,South Asia,26990037,2.66728237,57.71901437
Nepal,2011,67.123,785,South Asia,27464494,2.895156504,60.524783
Nepal,2014,67.812,821,South Asia,27672370,2.914583896,60.76398859
Nepal,2017,68.74,1034,South Asia,28011258,3.014639701,61.99595571
Nepal,2020,69.106,1154,South Asia,28966574,3.06228678,62.58262466
Nepal,2023,70.354,1377,South Asia,29694614,3.139131342,63.52879639
Cameroon,1960,34.667,119,Sub-Saharan Africa,5159057,2.075743777,50.43551798
Cameroon,1963,43.074,131,Sub-Saharan Africa,5456623,2.11939452,50.97298085
Cameroon,1966,44.839,145,Sub-Saharan Africa,5837295,2.163775345,51.51943307
Cameroon,1969,47.191,175,Sub-Saharan Africa,6283462,2.243411373,52.49997555
Cameroon,1972,49.12,220,Sub-Saharan Africa,6806872,2.34263725,53.72172393
Cameroon,1975,49.891,386,Sub-Saharan Africa,7397120,2.586853257,56.72870678
Cameroon,1978,50.319,581,Sub-Saharan Africa,8011921,2.764915027,58.92114574
Cameroon,1981,51.227,749,Sub-Saharan Africa,8816377,2.874972972,60.27626721
Cameroon,1984,52.886,771,Sub-Saharan Africa,9475078,2.887449708,60.42989076
Cameroon,1987,54.188,1258,Sub-Saharan Africa,10370749,3.099789073,63.0443829
Cameroon,1990,54.348,1086,Sub-Saharan Africa,11331821,3.036116465,62.26039481
Cameroon,1993,53.872,1309,Sub-Saharan Africa,12353131,3.117250177,63.25937798
Cameroon,1996,53.2,826,Sub-Saharan Africa,13414757,2.917487298,60.7997376
Cameroon,1999,53.166,796,Sub-Saharan Africa,14525140,2.901056345,60.59742656
Cameroon,2002,53.922,789,Sub-Saharan Africa,15725528,2.897420236,60.55265588
Cameroon,2005,54.904,1142,Sub-Saharan Africa,17074594,3.057903594,62.52865537
Cameroon,2008,56.116,1492,Sub-Saharan Africa,18574056,3.173810358,63.95579218
Cameroon,2011,57.482,1513,Sub-Saharan Africa,20232304,3.180114564,64.0334146
Cameroon,2014,59.13,1649,Sub-Saharan Africa,22059893,3.217337415,64.49173212
Cameroon,2017,60.817,1496,Sub-Saharan Africa,24128601,3.17495758,63.96991769
Cameroon,2020,61.674,1555,Sub-Saharan Africa,26210558,3.191898969,64.17851363
Cameroon,2023,63.7,1736,Sub-Saharan Africa,28372687,3.239765041,64.767879
Australia,1960,70.81707317,1810,East Asia & Pacific,10276477,3.257848044,64.9905314
Australia,1963,70.91170732,1967,East Asia & Pacific,10950000,3.293851005,65.43382865
Australia,1966,70.8195122,2343,East Asia & Pacific,11651000,3.369942029,66.37072221
Australia,1969,70.96878049,2991,East Asia & Pacific,12263000,3.475885709,67.67518556
Australia,1972,71.45756098,3949,East Asia & Pacific,13177000,3.5965379,69.16075186
Australia,1975,72.62536585,7003,East Asia & Pacific,13893000,3.845336369,72.22415764
Australia,1978,73.67414634,8252,East Asia & Pacific,14358000,3.916597871,73.10158627
Australia,1981,74.66341463,11853,East Asia & Pacific,14923260,4.073852811,75.03783489
Australia,1984,75.38780488,12421,East Asia & Pacific,15579391,4.094187357,75.28821009
Australia,1987,76.15170732,11651,East Asia & Pacific,16263874,4.066375507,74.94576834
Australia,1990,76.99463415,18249,East Asia & Pacific,17065128,4.261246245,77.34517277
Australia,1993,77.87804878,17699,East Asia & Pacific,17634808,4.247970236,77.18170792
Australia,1996,78.07804878,22021,East Asia & Pacific,18224767,4.342852497,78.34997423
Australia,1999,78.93170732,20712,East Asia & Pacific,18812264,4.316236081,78.02225162
Australia,2002,79.93658537,20301,East Asia & Pacific,19495210,4.307535469,77.91512272
Australia,2005,80.84146341,34479,East Asia & Pacific,20176844,4.537564334,80.74742213
Australia,2008,81.39512195,49701,East Asia & Pacific,21249199,4.696367589,82.70273485
Australia,2011,81.89512195,62605,East Asia & Pacific,22340024,4.796613185,83.93703882
Australia,2014,82.3,62544,East Asia & Pacific,23475686,4.79618626,83.93178218
Australia,2017,82.5,53901,East Asia & Pacific,24592588,4.73160258,83.13657625
Australia,2020,83.2,51791,East Asia & Pacific,25649248,4.714258826,82.92302607
Australia,2023,83.05121951,64820,East Asia & Pacific,26658948,4.811715136,84.12298613
